id,language,set,key,text,created,updated,delete
3368,english,require_admin,"require admin input forecast",Forecast,"2020-01-07 14:32:25","2020-01-07 14:32:25",NULL
3369,english,require_admin,"require admin input forecast_deals","Forecast Deals","2020-01-07 14:32:25","2020-01-07 14:32:25",NULL
3370,english,require_admin,"require admin input forecast_version","Forecast Version","2020-01-07 14:32:25","2020-01-07 14:32:25",NULL
3371,english,require_admin,"require admin input forecasts",Forecast/s,"2020-01-07 14:32:25","2020-01-07 14:32:25",NULL
3372,english,require_admin,"require admin input from",From,"2020-01-07 14:32:25","2020-01-07 14:32:25",NULL
3373,english,require_admin,"require admin input from_select","Select a from location...","2020-01-07 14:32:25","2020-01-07 14:32:25",NULL
3374,english,require_admin,"require admin input line_item_total","Line Item Total","2020-01-07 14:32:25","2020-01-07 14:32:25",NULL
3375,english,require_admin,"require admin input locations",Locations,"2020-01-07 14:32:25","2020-01-07 14:32:25",NULL
3376,english,require_admin,"require admin input locations_select","Select a location/s...","2020-01-07 14:32:25","2020-01-07 14:32:25",NULL
3377,english,require_admin,"require admin input plan_period","Plan Period (Weeks)","2020-01-07 14:32:25","2020-01-07 14:32:25",NULL
3378,english,require_admin,"require admin input po_active","Active for PO","2020-01-07 14:32:25","2020-01-07 14:32:25",NULL
3379,english,require_admin,"require admin input prorates","Pro Rates","2020-01-07 14:32:25","2020-01-07 14:32:25",NULL
3380,english,require_admin,"require admin input space_per_hook","Space per Hook","2020-01-07 14:32:25","2020-01-07 14:32:25",NULL
3381,english,require_admin,"require admin input start_date","Start Date","2020-01-07 14:32:25","2020-01-07 14:32:25",NULL
3382,english,require_admin,"require admin input tj_active","Active for TJ","2020-01-07 14:32:25","2020-01-07 14:32:25",NULL
3383,english,require_admin,"require admin input to",To,"2020-01-07 14:32:25","2020-01-07 14:32:25",NULL
3384,english,require_admin,"require admin input to_select","Select a to location...","2020-01-07 14:32:25","2020-01-07 14:32:25",NULL
3385,english,require_admin,"require admin input turn_rates","%s %s turn rate","2020-04-24 13:47:04","2020-04-24 13:47:04",NULL
3386,english,require_admin,"require admin input type",Type,"2020-01-07 14:32:25","2020-01-07 14:32:25",NULL
3387,english,require_admin,"require admin input type_select","Select a type...","2020-01-07 14:32:25","2020-01-07 14:32:25",NULL
3388,english,require_admin,"require admin input username",Username,"2020-01-07 14:32:25","2020-01-07 14:32:25",NULL
3389,english,require_admin,"require admin title item_group_item_prorates","Item Group Item Pro Rates","2020-01-07 14:32:25","2020-01-07 14:32:25",NULL
3390,english,require_admin,"require admin title location_add","Add location","2020-01-07 14:32:25","2020-01-07 14:32:25",NULL
3391,english,require_admin,"require admin title location_edit","Edit location","2020-01-07 14:32:25","2020-01-07 14:32:25",NULL
3392,english,require_admin,"require admin title location_holiday_add","Add location holiday","2020-01-07 14:32:25","2020-01-07 14:32:25",NULL
3393,english,require_admin,"require admin title location_holiday_edit","Edit location holiday","2020-01-07 14:32:25","2020-01-07 14:32:25",NULL
3394,english,require_admin,"require admin title location_holidays","Location Holidays","2020-01-07 14:32:25","2020-01-07 14:32:25",NULL
3395,english,require_admin,"require admin title location_holidays_summary","Location Holidays Summary","2020-01-07 14:32:25","2020-01-07 14:32:25",NULL
3396,english,require_admin,"require admin title locations",Locations,"2020-01-07 14:32:25","2020-01-07 14:32:25",NULL
3397,english,require_admin,"require admin title locations_summary","Locations Summary","2020-01-07 14:32:25","2020-01-07 14:32:25",NULL
3398,english,require_admin,"require admin title plans",Plans,"2020-01-07 14:32:25","2020-01-07 14:32:25",NULL
3399,english,require_admin,"require admin title plans_add","Add plan/s","2020-01-07 14:32:25","2020-01-07 14:32:25",NULL
3400,english,require_admin,"require admin title plans_summary","Plans Summary","2020-01-07 14:32:25","2020-01-07 14:32:25",NULL
3401,english,require_admin,"require admin title shipping_leg_add","Add shipping leg","2020-01-07 14:32:25","2020-01-07 14:32:25",NULL
3402,english,require_admin,"require admin title shipping_leg_edit","Edit shipping leg","2020-01-07 14:32:25","2020-01-07 14:32:25",NULL
3403,english,require_admin,"require admin title shipping_legs","Shipping Legs","2020-01-07 14:32:25","2020-01-07 14:32:25",NULL
3404,english,require_admin,"require admin title shipping_legs_summary","Shipping Legs Summary","2020-01-07 14:32:25","2020-01-07 14:32:25",NULL
3405,english,require_admin,"require admin tooltip add_new_location","Add a new location","2020-01-07 14:32:25","2020-01-07 14:32:25",NULL
3406,english,require_admin,"require admin tooltip add_new_location_holiday","Add a new location holiday","2020-01-07 14:32:25","2020-01-07 14:32:25",NULL
3407,english,require_admin,"require admin tooltip add_new_plans","Add a new plan/s","2020-01-07 14:32:25","2020-01-07 14:32:25",NULL
3408,english,require_admin,"require admin tooltip add_new_shipping_leg","Add a new shipping leg","2020-01-07 14:32:25","2020-01-07 14:32:25",NULL
3409,english,require_admin,"require admin tooltip check_uncheck","Check/Uncheck All","2020-01-07 14:32:25","2020-01-07 14:32:25",NULL
3410,english,require_admin,"require admin tooltip prorate_import","Import pro rates for this forecasts item group","2020-01-07 14:32:25","2020-01-07 14:32:25",NULL
3411,english,require_admin,"require admin tooltip update_selected_plans","Update the selected plans to their latest forecast/s version/s","2020-06-30 14:39:31","2020-06-30 14:39:31",NULL
3412,english,require_admin,"require admin validate forecast_no_deals","Error this forecast has no deals to forecast against.","2020-02-10 10:24:51","2020-02-10 10:24:51",NULL
3413,english,require_admin,"require admin validate forecast_sales","Errors occurred while saving your forecast; please contact a systems administrator ASAP..","2020-01-07 14:32:25","2020-01-07 14:32:25",NULL
3414,english,require_admin,"require admin validate forecast_success","Forecast generated and stored successfully.","2020-01-07 14:32:25","2020-01-07 14:32:25",NULL
3415,english,require_admin,"require admin validate location",Location,"2020-01-07 14:32:25","2020-01-07 14:32:25",NULL
3416,english,require_admin,"require admin validate location_holiday","Location Holiday","2020-01-07 14:32:25","2020-01-07 14:32:25",NULL
3417,english,require_admin,"require admin validate pro_rate_date","Please select a pro rate date to forecast against","2020-01-07 14:32:25","2020-01-07 14:32:25",NULL
3418,english,require_admin,"require admin validate pro_rate_total","Product prorate total does not equal 100 percent, prorate is %f for %s on %s.  This forecasting process cannot continue until this is amended","2021-06-21 16:58:00","2021-06-21 16:58:00",NULL
3419,english,require_admin,"require admin validate replan_plans","Replenishment Plan/s","2020-01-07 14:32:25","2020-01-07 14:32:25",NULL
3420,english,require_admin,"require admin validate shipping_leg","Shipping Leg","2020-01-07 14:32:25","2020-01-07 14:32:25",NULL
3423,dutch,retailer,"retailer orders table col credit",Credit,"2020-01-14 12:06:52","2020-01-14 12:06:52",NULL
3424,dutch,retailer,"retailer welcome intro_line_1","Onze online bestelmodule biedt u de mogelijkheid snel en gemakkelijk uw bestellingen te plaatsen..","2020-01-14 12:06:52","2020-01-14 12:06:52",NULL
3425,dutch,retailer,"retailer welcome intro_line_2","Houd er rekening mee dat het minimum orderbedrag %currency$s%minimum_order_value$s,- is","2020-01-14 12:06:52","2020-01-14 12:06:52",NULL
3426,dutch,retailer,"retailer welcome intro_line_3","Als bedankje voor uw online bestelling ontvangt u van ons bij iedere online bestelling een korting van %currency$s%carriage_amount$s,- op het totaalbedrag.","2020-01-14 12:06:52","2020-01-14 12:06:52",NULL
3429,dutch,core,"core admin nav brand",HOROS,"2020-01-14 12:06:52","2020-01-14 12:06:52",NULL
3430,english,core,"core more",More,"2020-01-14 12:06:52","2020-01-14 12:06:52",NULL
3432,english,retailer,"retailer welcome intro_line_1","Our online ordering service offers you the opportunity to order stock in a quick and easy way.","2020-01-14 12:06:52","2020-01-14 12:06:52",NULL
3433,english,retailer,"retailer welcome intro_line_2","Please note there is a minimum order value of %currency$s%free_carriage$s to qualify for free shipping","2020-01-21 17:18:50","2020-01-21 17:18:50",NULL
3434,english,retailer,"retailer welcome intro_line_3","The carriage charge for orders under %currency$s%free_carriage$s is %currency$s%carriage_amount$s.","2020-01-21 17:18:50","2020-01-21 17:18:50",NULL
3435,finnish,core,"core admin nav brand",HOROS,"2020-01-14 12:06:52","2020-01-14 12:06:52",NULL
3436,french,core,"core admin nav brand",HOROS,"2020-01-14 12:06:52","2020-01-14 12:06:52",NULL
3437,german,retailer,"retailer welcome intro_line_1","Unser Service Online-Bestellungen bietet Ihnen auf unkompliziertem und schnellem Weg die Möglichkeit, Ihr Sortiment aktuell zu halten.","2022-03-30 09:02:36","2022-03-30 09:02:36",NULL
3438,german,retailer,"retailer welcome intro_line_2","Bitte beachten Sie, dass für Nachbestellungen ein Mindestbestellwert in Höhe von %minimum_order_value$s %currency$s gilt.","2020-01-14 12:06:52","2020-01-14 12:06:52",NULL
3439,german,retailer,"retailer welcome intro_line_3","Als Dankeschön für die Nutzung unseres Online-Bestellsystems verrechnen wir bei jedem Bestellvorgang ein Guthaben von %credit_amount$s %currency$s.","2020-01-14 12:06:52","2020-01-14 12:06:52",NULL
3443,german,core,"core admin nav brand",HOROS,"2020-01-14 12:06:52","2020-01-14 12:06:52",NULL
3444,spanish,core,"core admin nav brand",HOROS,"2020-01-14 12:06:52","2020-01-14 12:06:52",NULL
3445,swedish,core,"core admin nav brand",HOROS,"2020-01-14 12:06:52","2020-01-14 12:06:52",NULL
3464,english,require_admin,"require admin title requirements_plan_data","Requirements Plan Data","2020-01-15 14:36:33","2020-01-15 14:36:33",NULL
3465,english,require_admin,"require admin title transfer_journal","Transfer Journals","2020-01-15 14:36:33","2020-01-15 14:36:33",NULL
3466,english,require_admin,"require admin title purchase_order","Purchase Orders","2020-01-15 14:36:33","2020-01-15 14:36:33",NULL
3482,english,require_admin,"require admin title plan_overview","%s Plan Overview","2020-01-15 14:36:33","2020-01-15 14:36:33",NULL
3483,english,require_admin,"require admin title forecasting_details","Forecasting Details","2020-01-15 14:36:33","2020-01-15 14:36:33",NULL
3484,english,require_admin,"require admin title requirements_plan_details","Requirements Plan Details","2020-01-15 14:36:33","2020-01-15 14:36:33",NULL
3485,english,require_admin,"require admin title top_line_deal_codes","Top Line Deal Codes","2020-01-15 14:36:33","2020-01-15 14:36:33",NULL
3486,english,require_admin,"require admin title decay_rates","Decay Rate/s","2020-01-15 14:36:33","2020-01-15 14:36:33",NULL
3487,english,require_admin,"require admin title seasonality",Seasonality,"2020-01-15 14:36:33","2020-01-15 14:36:33",NULL
3488,english,require_admin,"require admin title rounding_percentage","Rounding (pieces to case) percentage","2020-01-15 14:36:33","2020-01-15 14:36:33",NULL
3489,english,require_admin,"require admin title moq_delete","Delete Minimum Order Quantity","2020-01-15 14:36:33","2020-01-15 14:36:33",NULL
3490,english,require_admin,"require admin title twiddle","Twiddle Plan Data","2020-01-15 14:36:33","2020-01-15 14:36:33",NULL
3491,english,require_admin,"require admin title minimum_order_quantities","Minimum Order Quantities","2020-01-15 14:36:33","2020-01-15 14:36:33",NULL
3492,english,require_admin,"require admin msg delete_moq","Are you sure you want to delete this minimum order quantity? This can not be undone.","2020-01-15 14:36:33","2020-01-15 14:36:33",NULL
3493,english,require_admin,"require admin success delete_moq","You have successfully deleted the Minimum Order Quantity!","2020-01-15 14:36:33","2020-01-15 14:36:33",NULL
3494,english,require_admin,"require admin error delete_moq","The Minimum Order Quantity could not be deleted!","2020-01-15 14:36:33","2020-01-15 14:36:33",NULL
3507,english,require_admin,"require admin button show_transfer_journals","Show Transfer Journals","2020-01-15 14:36:33","2020-01-15 14:36:33",NULL
3508,english,require_admin,"require admin button show_purchase_orders","Show Purchase Orders","2020-01-15 14:36:33","2020-01-15 14:36:33",NULL
3509,english,require_admin,"require admin button plan_overview","Plan Overview","2020-01-15 14:36:33","2020-01-15 14:36:33",NULL
3510,english,require_admin,"require admin button twiddle",Twiddle,"2020-01-15 14:36:33","2020-01-15 14:36:33",NULL
3511,english,require_admin,"require admin button publish",Publish,"2020-01-15 14:36:33","2020-01-15 14:36:33",NULL
3512,english,require_admin,"require admin button view_basket","View Basket","2020-01-15 14:36:33","2020-01-15 14:36:33",NULL
3513,english,require_admin,"require admin button clean",Clean,"2020-01-15 14:36:33","2020-01-15 14:36:33",NULL
3514,english,require_admin,"require admin button show_boxes","Show Boxes","2020-01-15 14:36:33","2020-01-15 14:36:33",NULL
3515,english,require_admin,"require admin button show_heatmap","Show Heatmap","2020-01-15 14:36:33","2020-01-15 14:36:33",NULL
3516,english,require_admin,"require admin button add_to_basket","Add to Basket","2020-01-15 14:36:33","2020-01-15 14:36:33",NULL
3524,english,require_admin,"require admin tooltip plan_twiddle","Adjust the Roundings (pieces to case) percentages","2020-01-15 14:36:33","2020-01-15 14:36:33",NULL
3525,english,require_admin,"require admin tooltip plan_overview","View this plans settings overview","2020-01-15 14:36:33","2020-01-15 14:36:33",NULL
3535,english,require_admin,"require admin validate update_plans","%d Plan/s updated to the latest Forecast/s","2020-01-15 14:36:33","2020-01-15 14:36:33",NULL
3536,english,require_admin,"require admin validate product_categories","Product Categories","2020-01-15 14:36:33","2020-01-15 14:36:33",NULL
3537,english,require_admin,"require admin error update_plans","Plan/s failed to update to the latest Forecast/s","2020-01-15 14:36:33","2020-01-15 14:36:33",NULL
3538,english,require_admin,"require admin content no_product_decay","No Product Decay","2020-01-15 14:36:33","2020-01-15 14:36:33",NULL
3539,english,require_admin,"require admin col product_decay","Product Decay","2020-01-15 14:36:33","2020-01-15 14:36:33",NULL
3561,english,require_admin,"require admin col title",Title,"2020-01-15 14:36:33","2020-01-15 14:36:33",NULL
3562,english,require_admin,"require admin col created_by","Created By","2020-01-15 14:36:33","2020-01-15 14:36:33",NULL
3563,english,require_admin,"require admin col last_modified_by","Last Modified By","2020-01-15 14:36:33","2020-01-15 14:36:33",NULL
3564,english,require_admin,"require admin col forecast_period","Forecast Period","2020-01-15 14:36:33","2020-01-15 14:36:33",NULL
3565,english,require_admin,"require admin col months",Months,"2020-01-15 14:36:33","2020-01-15 14:36:33",NULL
3566,english,require_admin,"require admin col drop_from_forecast_after","Global Drop from Forecast after","2023-01-27 09:57:19","2023-01-27 09:57:19",NULL
3567,english,require_admin,"require admin col forecasting_on","Forecasting On","2020-01-15 14:36:33","2020-01-15 14:36:33",NULL
3568,english,require_admin,"require admin col week_commencing","Week Commencing","2020-01-15 14:36:33","2020-01-15 14:36:33",NULL
3569,english,require_admin,"require admin col number_of_weeks","Number of Weeks","2020-01-15 14:36:33","2020-01-15 14:36:33",NULL
3570,english,require_admin,"require admin col product_category","Product Category","2020-01-15 14:36:33","2025-10-16 12:27:33",NULL
3571,english,require_admin,"require admin col cost_per_piece","Cost per piece","2020-01-15 14:36:33","2020-01-15 14:36:33",NULL
3572,english,require_admin,"require admin col default",Default,"2020-01-15 14:36:33","2020-01-15 14:36:33",NULL
3573,english,require_admin,"require admin col discontinued",Discontinued,"2020-01-15 14:36:33","2020-01-15 14:36:33",NULL
3574,english,require_admin,"require admin col product_categories","Product Categories","2020-01-15 14:36:33","2020-01-15 14:36:33",NULL
3599,english,require_admin,"require admin input title",Title,"2020-01-15 14:36:33","2020-01-15 14:36:33",NULL
3600,english,require_admin,"require admin input created_by","Created By","2020-01-15 14:36:33","2020-01-15 14:36:33",NULL
3601,english,require_admin,"require admin input last_modified_by","Last Modified By","2020-01-15 14:36:33","2020-01-15 14:36:33",NULL
3602,english,require_admin,"require admin input forecast_period","Forecast Period","2020-01-15 14:36:33","2020-01-15 14:36:33",NULL
3603,english,require_admin,"require admin input months",Months,"2020-01-15 14:36:33","2020-01-15 14:36:33",NULL
3604,english,require_admin,"require admin input drop_from_forecast_after","Drop from Forecast After","2020-01-15 14:36:33","2020-01-15 14:36:33",NULL
3605,english,require_admin,"require admin input forecasting_on","Forecasting On","2020-01-15 14:36:33","2020-01-15 14:36:33",NULL
3606,english,require_admin,"require admin input week_commencing","Week Commencing","2020-01-15 14:36:33","2020-01-15 14:36:33",NULL
3607,english,require_admin,"require admin input number_of_weeks","Number of Weeks","2020-01-15 14:36:33","2020-01-15 14:36:33",NULL
3608,english,require_admin,"require admin input product_category","Product Category","2020-01-15 14:36:33","2025-10-16 12:27:33",NULL
3609,english,require_admin,"require admin input cost_per_piece","Cost per piece","2020-01-15 14:36:33","2020-01-15 14:36:33",NULL
3610,english,require_admin,"require admin input default",Default,"2020-01-15 14:36:33","2020-01-15 14:36:33",NULL
3611,english,require_admin,"require admin input discontinued",Discontinued,"2020-01-15 14:36:33","2020-01-15 14:36:33",NULL
3612,english,require_admin,"require admin input product_categories","Product Categories","2020-01-15 14:36:33","2020-01-15 14:36:33",NULL
3615,english,aquire_admin,"aquire admin col prorate_split","Pro Rate Split","2020-01-24 12:20:10","2020-01-24 12:20:10",NULL
3616,english,aquire_admin,"aquire admin col percent_prorate_split","% of Pro Rate Split","2020-01-24 12:20:10","2020-01-24 12:20:10",NULL
3617,english,aquire_admin,"aquire admin input prorate_split","Pro Rate Split","2020-01-24 12:20:10","2020-01-24 12:20:10",NULL
3618,english,aquire_admin,"aquire admin input percent_prorate_split","% of Pro Rate Split","2020-01-24 12:20:10","2020-01-24 12:20:10",NULL
3619,german,core,"core more",More,"2020-02-04 14:06:16","2020-02-04 14:06:16",NULL
3620,dutch,core,"core more",More,"2020-02-04 14:06:16","2020-02-04 14:06:16",NULL
3621,french,core,"core more",More,"2020-02-04 14:06:16","2020-02-04 14:06:16",NULL
3622,swedish,core,"core more",More,"2020-02-04 14:06:16","2020-02-04 14:06:16",NULL
3623,finnish,core,"core more",More,"2020-02-04 14:06:16","2020-02-04 14:06:16",NULL
3624,spanish,core,"core more",More,"2020-02-04 14:06:16","2020-02-04 14:06:16",NULL
3628,english,core,"core button publish",Publish,"2020-02-10 10:24:51","2020-02-10 10:24:51",NULL
3629,english,users_admin,"users admin title audit_logs","Audit Logs","2020-02-10 10:24:51","2020-02-10 10:24:51",NULL
3630,english,users_admin,"users admin title audit_log","Audit Log","2020-02-10 10:24:51","2020-02-10 10:24:51",NULL
3631,english,users_admin,"users admin title audits_list","Audit Logs List","2020-02-10 10:24:51","2020-02-10 10:24:51",NULL
3632,english,users_admin,"users admin button audits_list","List Audit Logs","2020-02-10 10:24:51","2020-02-10 10:24:51",NULL
3633,english,users_admin,"users admin col system",System,"2020-02-10 10:24:51","2020-02-10 10:24:51",NULL
3634,english,users_admin,"users admin col action",Action,"2020-02-10 10:24:51","2020-02-10 10:24:51",NULL
3635,english,users_admin,"users admin input system",System,"2020-02-10 10:24:51","2020-02-10 10:24:51",NULL
3636,english,users_admin,"users admin input system_select","Select a system...","2020-02-10 10:24:51","2020-02-10 10:24:51",NULL
3637,english,users_admin,"users admin input action",Action,"2020-02-10 10:24:51","2020-02-10 10:24:51",NULL
3638,english,users_admin,"users admin input action_select","Select an action...","2020-02-10 10:24:51","2020-02-10 10:24:51",NULL
3639,english,require_admin,"require admin button generate_forecast","Generate Forecast","2020-02-10 10:24:51","2020-02-10 10:24:51",NULL
3640,english,require_admin,"require admin button update_forecast","Update Forecast","2020-02-10 10:24:51","2020-02-10 10:24:51",NULL
3641,english,require_admin,"require admin tooltip forecast_generate","Generate Forecast Data","2020-02-10 10:24:51","2020-02-10 10:24:51",NULL
3642,english,require_admin,"require admin content forecast_confirm","Are you sure you want to continue and generate forecast data.","2020-02-10 10:24:51","2020-02-10 10:24:51",NULL
3643,english,require_admin,"require admin validate forecast_error","Errors occurred while saving your forecast; please contact a systems administrator ASAP..","2020-02-10 10:24:51","2020-02-10 10:24:51",NULL
3644,english,require_admin,"require admin validate forecast_no_data","There is no data to store, forecast","2020-02-10 10:24:51","2020-02-10 10:24:51",NULL
3646,english,require_admin,"require admin button generate_plan","Generate Plan","2020-02-10 10:24:51","2020-02-10 10:24:51",NULL
3647,english,require_admin,"require admin button update_plan","Update Plan","2020-02-10 10:24:51","2020-02-10 10:24:51",NULL
3648,english,require_admin,"require admin tooltip plan_generate","Generate Plan Data","2020-02-10 10:24:51","2020-02-10 10:24:51",NULL
3649,english,require_admin,"require admin content plan_confirm","Are you sure you want to continue and generate plan data.","2020-02-10 10:24:51","2020-02-10 10:24:51",NULL
3650,english,require_admin,"require admin validate plan_error","Errors occurred while saving your plan; please contact a systems administrator ASAP..","2020-02-10 10:24:51","2020-02-10 10:24:51",NULL
3651,english,require_admin,"require admin validate plan_success","Plan generated and stored successfully.","2020-02-10 10:24:51","2020-02-10 10:24:51",NULL
3652,english,require_admin,"require admin validate plan_no_data","There is no data to store, plan","2020-02-10 10:24:51","2020-02-10 10:24:51",NULL
3653,english,require_admin,"require admin validate plan_no_forecast_data","Error this plan has no Forecast data to plan against.","2020-02-10 10:24:51","2020-02-10 10:24:51",NULL
3654,english,require_admin,"require admin msg box_error","%s quantity of %d does not fully fill boxes on %s","2020-02-10 10:24:51","2020-02-10 10:24:51",NULL
3655,english,require_admin,"require admin msg moq_error","%s does not meet the minimum order quantity of %d on %s","2020-02-10 10:24:51","2020-02-10 10:24:51",NULL
3656,english,require_admin,"require admin title plan_publish","Publish this plan","2020-02-10 10:24:51","2020-02-10 10:24:51",NULL
3657,english,require_admin,"require admin tooltip plan_publish","Publish or Modify this plans status.","2020-02-10 10:24:51","2020-02-10 10:24:51",NULL
3658,english,require_admin,"require admin content publish_plan_confirm","Are you sure you want to continue and publish this plan and archive all previous associated plans.","2020-02-10 10:24:51","2020-02-10 10:24:51",NULL
3659,english,require_admin,"require admin validate update_plan",Plan,"2020-02-10 10:24:51","2020-02-10 10:24:51",NULL
3660,english,require_admin,"require admin error update_plan",Plan,"2020-02-10 10:24:51","2020-02-10 10:24:51",NULL
3661,english,require_admin,"require admin content no_action_required","No Action Required","2020-02-10 10:24:51","2020-02-10 10:24:51",NULL
3662,english,require_admin,"require admin content transfers_required","Transfers Required","2020-02-10 10:24:51","2020-02-10 10:24:51",NULL
3663,english,require_admin,"require admin content orders_required","Orders Required","2020-02-10 10:24:51","2020-02-10 10:24:51",NULL
3664,english,require_admin,"require admin content non_fulfilment","Non Fulfilment","2020-02-10 10:24:51","2020-02-10 10:24:51",NULL
3665,english,require_admin,"require admin button show_pieces","Show Pieces","2020-02-10 10:24:51","2020-02-10 10:24:51",NULL
3666,english,require_admin,"require admin button hide_heatmap","Hide Heatmap","2020-02-10 10:24:51","2020-02-10 10:24:51",NULL
3667,english,require_admin,"require admin button regenerate_selected_forecasts","Regenerate Selected Forecasts","2020-02-10 10:24:51","2020-02-10 10:24:51",NULL
3668,english,require_admin,"require admin tooltip regenerate_selected_forecasts","Regenerate the selected forecasts to their latest data","2020-02-10 10:24:51","2020-02-10 10:24:51",NULL
3669,english,require_admin,"require admin validate regenerate_forecasts","%d Forecast/s regenerated to the latest data","2020-02-10 10:24:51","2020-02-10 10:24:51",NULL
3670,english,require_admin,"require admin error regenerate_forecasts","Forecast/s failed to regenerate to the latest data","2020-02-10 10:24:51","2020-02-10 10:24:51",NULL
3671,english,require_admin,"require admin col distributors",Distributors,"2020-02-10 10:24:51","2020-02-10 10:24:51",NULL
3672,english,require_admin,"require admin col product_launch_date","Product Launch Date","2020-02-10 10:24:51","2020-02-10 10:24:51",NULL
3673,english,require_admin,"require admin col location",Location,"2020-02-10 10:24:51","2020-02-10 10:24:51",NULL
3674,english,require_admin,"require admin col onsite",On-Site,"2020-02-10 10:24:51","2020-02-10 10:24:51",NULL
3675,english,require_admin,"require admin col offsite",Off-Site,"2020-02-10 10:24:51","2020-02-10 10:24:51",NULL
3677,english,require_admin,"require admin col factory_lead_time_days","Factory Lead Time (days)","2020-02-10 10:24:51","2020-02-10 10:24:51",NULL
3678,english,require_admin,"require admin col deals_updated","Deals Updated","2020-02-10 10:24:51","2020-02-10 10:24:51",NULL
3680,english,require_admin,"require admin input product_launch_date","Product Launch Date","2020-02-10 10:24:51","2020-02-10 10:24:51",NULL
3681,english,require_admin,"require admin input location",Location,"2020-02-10 10:24:51","2020-02-10 10:24:51",NULL
3682,english,require_admin,"require admin input onsite",On-Site,"2020-02-10 10:24:51","2020-02-10 10:24:51",NULL
3683,english,require_admin,"require admin input offsite",Off-Site,"2020-02-10 10:24:51","2020-02-10 10:24:51",NULL
3685,english,require_admin,"require admin input factory_lead_time_days","Factory Lead Time (days)","2020-02-10 10:24:51","2020-02-10 10:24:51",NULL
3686,english,require_admin,"require admin input deals_updated","Deals Updated","2020-02-10 10:24:51","2020-02-10 10:24:51",NULL
3691,english,resources_admin,"resources admin input items_exclude","RESTRICTED Items","2020-02-13 17:03:15","2020-02-13 17:03:15",NULL
3692,english,core,"core text pending",Pending,"2020-02-20 16:03:02","2020-02-20 16:03:02",NULL
3693,english,core,"core text confirmed",Confirmed,"2020-02-20 16:03:02","2020-02-20 16:03:02",NULL
3694,english,core,"core admin col warehouse","Company Warehouse (As set in Axapta)","2020-02-20 16:03:02","2020-02-20 16:03:02",NULL
3695,english,core,"core admin input warehouse","Company Warehouse (As set in Axapta used by Require)","2020-02-20 16:03:02","2024-11-07 23:04:59",NULL
3696,english,core,"core admin input user_role_select","Select a user role...","2020-02-20 16:03:02","2020-02-20 16:03:02",NULL
3697,english,core,"core admin input warehouse_select","Select a warehouse...","2020-02-20 16:03:02","2020-02-20 16:03:02",NULL
3698,english,aquire_admin,"aquire admin input sector_select","Select a sector...","2020-02-20 16:03:02","2020-02-20 16:03:02",NULL
3699,english,aquire_admin,"aquire admin input product_select","Select a product...","2020-02-20 16:03:02","2020-02-20 16:03:02",NULL
3700,english,aquire_admin,"aquire admin input market_segment_select","Select a market segment...","2020-02-20 16:03:02","2020-02-20 16:03:02",NULL
3701,english,aquire_admin,"aquire admin input market_stage_select","Select a market stage...","2020-02-20 16:03:02","2020-02-20 16:03:02",NULL
3702,english,aquire_admin,"aquire admin input store_category_select","Select a store category...","2020-02-20 16:03:02","2020-02-20 16:03:02",NULL
3703,english,aquire_admin,"aquire admin input alert_type_select","Select an alert type...","2020-02-20 16:03:02","2020-02-20 16:03:02",NULL
3704,english,aquire_admin,"aquire admin input account_select","Select an account...","2020-02-20 16:03:02","2020-02-20 16:03:02",NULL
3705,english,aquire_admin,"aquire admin input country_select","Select a country...","2020-02-20 16:03:02","2020-02-20 16:03:02",NULL
3706,english,aquire_admin,"aquire admin input coordinator_select","Select a coordinator...","2020-02-20 16:03:02","2020-02-20 16:03:02",NULL
3707,english,aquire_admin,"aquire admin input deal_select","Select a deal...","2020-02-20 16:03:02","2020-02-20 16:03:02",NULL
3708,english,aquire_admin,"aquire admin input item_group_select","Select an item group...","2020-02-20 16:03:02","2020-02-20 16:03:02",NULL
3709,english,aquire_admin,"aquire admin input chain_select","Select a chain...","2020-02-20 16:03:02","2020-02-20 16:03:02",NULL
3710,english,aquire_admin,"aquire admin input store_select","Select a store...","2020-02-20 16:03:02","2020-02-20 16:03:02",NULL
3711,english,aquire_admin,"aquire admin input division_select","Select a division...","2020-02-20 16:03:02","2020-02-20 16:03:02",NULL
3712,english,aquire_admin,"aquire admin input product_category_select","Select a product category...","2020-02-20 16:03:02","2020-02-20 16:03:02",NULL
3713,english,aquire_admin,"aquire admin input parent_category_select","Select a parent category...","2020-02-20 16:03:02","2020-02-20 16:03:02",NULL
3714,english,aquire_admin,"aquire admin input category_select","Select a category...","2020-02-20 16:03:02","2020-02-20 16:03:02",NULL
3715,english,aquire_admin,"aquire admin input market_segment_lookup","Lookup a market segment...","2020-02-20 16:03:02","2020-02-20 16:03:02",NULL
3716,english,aquire_admin,"aquire admin input chain_lookup","Lookup a chain...","2020-02-20 16:03:02","2020-02-20 16:03:02",NULL
3717,english,aquire_admin,"aquire admin input deal_lookup","Lookup a deal...","2020-02-20 16:03:02","2020-02-20 16:03:02",NULL
3718,english,aquire_admin,"aquire admin input item_group_lookup","Lookup an item group...","2020-02-20 16:03:02","2020-02-20 16:03:02",NULL
3719,english,aquire_admin,"aquire admin input product_lookup","Lookup a product...","2020-02-20 16:03:02","2020-02-20 16:03:02",NULL
